country,states,id,country_iso2,country_norm,emoji_flag
Central African Republic,"[{""name"": ""Bamingui-Bangoran"", ""active"": true}, {""name"": ""Bangui"", ""active"": true}, {""name"": ""Basse-Kotto"", ""active"": true}, {""name"": ""Haut-Mbomou"", ""active"": true}, {""name"": ""Haute-Kotto"", ""active"": true}, {""name"": ""Kémo"", ""active"": true}, {""name"": ""Lobaye"", ""active"": true}, {""name"": ""Mambéré-Kadéï"", ""active"": true}, {""name"": ""Mbomou"", ""active"": true}, {""name"": ""Nana-Grébizi"", ""active"": true}, {""name"": ""Nana-Mambéré"", ""active"": true}, {""name"": ""Ombella-M'Poko"", ""active"": true}, {""name"": ""Ouaka"", ""active"": true}, {""name"": ""Ouham"", ""active"": true}, {""name"": ""Ouham-Pendé"", ""active"": true}, {""name"": ""Sangha-Mbaéré"", ""active"": true}]",6aa41889-cc7d-4cd3-a7c5-2d5d874c7736,CE, entral frican epublic,🇨🇪
Czech Republic,"[{""name"": ""South Bohemian"", ""active"": true}, {""name"": ""South Moravian"", ""active"": true}, {""name"": ""Karlovy Vary"", ""active"": true}, {""name"": ""Hradec Králové"", ""active"": true}, {""name"": ""Liberec"", ""active"": true}, {""name"": ""Moravian-Silesian"", ""active"": true}, {""name"": ""Olomouc"", ""active"": true}, {""name"": ""Pardubice"", ""active"": true}, {""name"": ""Plzeň"", ""active"": true}, {""name"": ""Prague"", ""active"": true}, {""name"": ""Central Bohemian"", ""active"": true}, {""name"": ""Ústí nad Labem"", ""active"": true}, {""name"": ""Vysočina"", ""active"": true}, {""name"": ""Zlín"", ""active"": true}]",16d5860a-6d3e-4d2c-a15a-a1af0bada712,CZ, zech epublic,🇨🇿
Peru,"[{""name"": ""Amazonas"", ""active"": true}, {""name"": ""Áncash"", ""active"": true}, {""name"": ""Apurímac"", ""active"": true}, {""name"": ""Arequipa"", ""active"": true}, {""name"": ""Ayacucho"", ""active"": true}, {""name"": ""Cajamarca"", ""active"": true}, {""name"": ""Callao"", ""active"": true}, {""name"": ""Cusco"", ""active"": true}, {""name"": ""Huancavelica"", ""active"": true}, {""name"": ""Huánuco"", ""active"": true}, {""name"": ""Ica"", ""active"": true}, {""name"": ""Junín"", ""active"": true}, {""name"": ""La Libertad"", ""active"": true}, {""name"": ""Lambayeque"", ""active"": true}, {""name"": ""Lima"", ""active"": true}, {""name"": ""Loreto"", ""active"": true}, {""name"": ""Madre de Dios"", ""active"": true}, {""name"": ""Moquegua"", ""active"": true}, {""name"": ""Pasco"", ""active"": true}, {""name"": ""Piura"", ""active"": true}, {""name"": ""Puno"", ""active"": true}, {""name"": ""San Martín"", ""active"": true}, {""name"": ""Tacna"", ""active"": true}, {""name"": ""Tumbes"", ""active"": true}, {""name"": ""Ucayali"", ""active"": true}]",e116c1a8-f291-4bef-81db-5ff94a175b47,PE, eru,🇵🇪
United Kingdom,"[{""name"": ""Aberdeen"", ""active"": true}, {""name"": ""Bath And North East Somerset"", ""active"": true}, {""name"": ""Belfast"", ""active"": true}, {""name"": ""Bournemouth"", ""active"": true}, {""name"": ""Brighton And Hove"", ""active"": true}, {""name"": ""Bristol"", ""active"": true}, {""name"": ""Cambridgeshire"", ""active"": true}, {""name"": ""Cardiff"", ""active"": true}, {""name"": ""Cheshire"", ""active"": true}, {""name"": ""Cornwall"", ""active"": true}, {""name"": ""Cumbria"", ""active"": true}, {""name"": ""Derry"", ""active"": true}, {""name"": ""Devon"", ""active"": true}, {""name"": ""Dumfries And Galloway"", ""active"": true}, {""name"": ""Dundee"", ""active"": true}, {""name"": ""Dungannon"", ""active"": true}, {""name"": ""Edinburgh"", ""active"": true}, {""name"": ""Glasgow"", ""active"": true}, {""name"": ""Highland"", ""active"": true}, {""name"": ""Inverclyde"", ""active"": true}, {""name"": ""Kent"", ""active"": true}, {""name"": ""Kingston Upon Hull"", ""active"": true}, {""name"": ""Lancashire"", ""active"": true}, {""name"": ""Leicester"", ""active"": true}, {""name"": ""Luton"", ""active"": true}, {""name"": ""Manchester"", ""active"": true}, {""name"": ""Merseyside"", ""active"": true}, {""name"": ""Moray"", ""active"": true}, {""name"": ""Norfolk"", ""active"": true}, {""name"": ""North Yorkshire"", ""active"": true}, {""name"": ""Nottingham"", ""active"": true}, {""name"": ""Omagh"", ""active"": true}, {""name"": ""Oxfordshire"", ""active"": true}, {""name"": ""Perthshire And Kinross"", ""active"": true}, {""name"": ""Peterborough"", ""active"": true}, {""name"": ""Plymouth"", ""active"": true}, {""name"": ""Portsmouth"", ""active"": true}, {""name"": ""South Ayrshire"", ""active"": true}, {""name"": ""South Yorkshire"", ""active"": true}, {""name"": ""Southampton"", ""active"": true}, {""name"": ""Southend On Sea"", ""active"": true}, {""name"": ""Stockton On Tees"", ""active"": true}, {""name"": ""Stoke On Trent"", ""active"": true}, {""name"": ""Suffolk"", ""active"": true}, {""name"": ""Swansea"", ""active"": true}, {""name"": ""Tyne And Wear"", ""active"": true}, {""name"": ""West Midlands"", ""active"": true}, {""name"": ""West Yorkshire"", ""active"": true}, {""name"": ""Westminster"", ""active"": true}, {""name"": ""York"", ""active"": true}]",d400645f-9576-4959-8b4b-4afc30bff8c4,UN, nited ingdom,🇺🇳
Zambia,"[{""name"": ""Central"", ""active"": true}, {""name"": ""Copperbelt"", ""active"": true}, {""name"": ""Eastern"", ""active"": true}, {""name"": ""Luapula"", ""active"": true}, {""name"": ""Lusaka"", ""active"": true}, {""name"": ""Muchinga"", ""active"": true}, {""name"": ""Northern"", ""active"": true}, {""name"": ""North-Western"", ""active"": true}, {""name"": ""Southern"", ""active"": true}, {""name"": ""Western"", ""active"": true}]",5e2a38bc-bb78-4d36-b160-fe8e9ed4dac6,ZA, ambia,🇿🇦
Bahamas,"[{""name"": ""Acklins"", ""active"": true}, {""name"": ""Berry Islands"", ""active"": true}, {""name"": ""Bimini"", ""active"": true}, {""name"": ""Black Point"", ""active"": true}, {""name"": ""Cat Island"", ""active"": true}, {""name"": ""Central Abaco"", ""active"": true}, {""name"": ""Central Andros"", ""active"": true}, {""name"": ""City of Freeport"", ""active"": true}, {""name"": ""Crooked Island"", ""active"": true}, {""name"": ""East Grand Bahama"", ""active"": true}, {""name"": ""Exuma"", ""active"": true}, {""name"": ""Grand Cay"", ""active"": true}, {""name"": ""Harbour Island"", ""active"": true}, {""name"": ""Hope Town"", ""active"": true}, {""name"": ""Inagua"", ""active"": true}, {""name"": ""Long Island"", ""active"": true}, {""name"": ""Mangrove Cay"", ""active"": true}, {""name"": ""Moore's Island"", ""active"": true}, {""name"": ""North Abaco"", ""active"": true}, {""name"": ""North Andros"", ""active"": true}, {""name"": ""Ragged Island"", ""active"": true}, {""name"": ""Rock Sound"", ""active"": true}, {""name"": ""San Salvador"", ""active"": true}, {""name"": ""South Abaco"", ""active"": true}, {""name"": ""South Andros"", ""active"": true}, {""name"": ""Spanish Wells"", ""active"": true}, {""name"": ""West Grand Bahama"", ""active"": true}]",ee13e260-bef6-462a-a5f9-653606060db3,BA, ahamas,🇧🇦
Bahrain,"[{""name"": ""Al Hadd"", ""active"": true}, {""name"": ""Al Manamah"", ""active"": true}, {""name"": ""Al Muharraq"", ""active"": true}, {""name"": ""Al Janubiyah"", ""active"": true}, {""name"": ""Al Wusta"", ""active"": true}, {""name"": ""Ash Shamaliyah"", ""active"": true}]",191186fc-1310-40ff-a3a6-09ab2dce4f0d,BA, ahrain,🇧🇦
Bangladesh,"[{""name"": ""Bagerhat"", ""active"": true}, {""name"": ""Bandarban"", ""active"": true}, {""name"": ""Barguna"", ""active"": true}, {""name"": ""Barisal"", ""active"": true}, {""name"": ""Bhola"", ""active"": true}, {""name"": ""Brahmanbaria"", ""active"": true}, {""name"": ""Chandpur"", ""active"": true}, {""name"": ""Chittagong"", ""active"": true}, {""name"": ""Chuadanga"", ""active"": true}, {""name"": ""Comilla"", ""active"": true}, {""name"": ""Cox's Bazar"", ""active"": true}, {""name"": ""Dhaka"", ""active"": true}, {""name"": ""Dinajpur"", ""active"": true}, {""name"": ""Faridpur"", ""active"": true}, {""name"": ""Feni"", ""active"": true}, {""name"": ""Gaibandha"", ""active"": true}, {""name"": ""Gazipur"", ""active"": true}, {""name"": ""Gopalganj"", ""active"": true}, {""name"": ""Habiganj"", ""active"": true}, {""name"": ""Jamalpur"", ""active"": true}, {""name"": ""Jashore"", ""active"": true}, {""name"": ""Jhalokati"", ""active"": true}, {""name"": ""Jhenaidah"", ""active"": true}, {""name"": ""Joypurhat"", ""active"": true}, {""name"": ""Kishoreganj"", ""active"": true}, {""name"": ""Kurigram"", ""active"": true}, {""name"": ""Kushtia"", ""active"": true}, {""name"": ""Lakshmipur"", ""active"": true}, {""name"": ""Lalmonirhat"", ""active"": true}, {""name"": ""Madaripur"", ""active"": true}, {""name"": ""Magura"", ""active"": true}, {""name"": ""Manikganj"", ""active"": true}, {""name"": ""Meherpur"", ""active"": true}, {""name"": ""Moulvibazar"", ""active"": true}, {""name"": ""Munshiganj"", ""active"": true}, {""name"": ""Mymensingh"", ""active"": true}, {""name"": ""Naogaon"", ""active"": true}, {""name"": ""Narail"", ""active"": true}, {""name"": ""Narsingdi"", ""active"": true}, {""name"": ""Natore"", ""active"": true}, {""name"": ""Netrokona"", ""active"": true}, {""name"": ""Nilphamari"", ""active"": true}, {""name"": ""Pabna"", ""active"": true}, {""name"": ""Panchagarh"", ""active"": true}, {""name"": ""Patuakhali"", ""active"": true}, {""name"": ""Pirojpur"", ""active"": true}, {""name"": ""Rajbari"", ""active"": true}, {""name"": ""Rajshahi"", ""active"": true}, {""name"": ""Rangamati"", ""active"": true}, {""name"": ""Rangpur"", ""active"": true}, {""name"": ""Satkhira"", ""active"": true}, {""name"": ""Shariatpur"", ""active"": true}, {""name"": ""Sherpur"", ""active"": true}, {""name"": ""Sirajganj"", ""active"": true}, {""name"": ""Sunamganj"", ""active"": true}, {""name"": ""Sylhet"", ""active"": true}, {""name"": ""Tangail"", ""active"": true}, {""name"": ""Thakurgaon"", ""active"": true}]",4c52a1fc-eee7-4858-9568-9c007fe9b381,BA, angladesh,🇧🇦
Belarus,"[{""name"": ""Brest"", ""active"": true}, {""name"": ""Gomel"", ""active"": true}, {""name"": ""Grodno"", ""active"": true}, {""name"": ""Minsk"", ""active"": true}, {""name"": ""Mogilev"", ""active"": true}, {""name"": ""Vitebsk"", ""active"": true}]",031d7651-d3db-41f7-b891-e8f3ee8f23c4,BE, elarus,🇧🇪
Belgium,"[{""name"": ""Antwerp"", ""active"": true}, {""name"": ""Brussels-Capital"", ""active"": true}, {""name"": ""East Flanders"", ""active"": true}, {""name"": ""Flemish Brabant"", ""active"": true}, {""name"": ""Hainaut"", ""active"": true}, {""name"": ""Liège"", ""active"": true}, {""name"": ""Limburg"", ""active"": true}, {""name"": ""Luxembourg"", ""active"": true}, {""name"": ""Namur"", ""active"": true}, {""name"": ""Walloon Brabant"", ""active"": true}, {""name"": ""West Flanders"", ""active"": true}]",6f137cf7-1f32-4338-8f82-6485f484425d,BE, elgium,🇧🇪
Belize,"[{""name"": ""Belize"", ""active"": true}, {""name"": ""Cayo"", ""active"": true}, {""name"": ""Corozal"", ""active"": true}, {""name"": ""Orange Walk"", ""active"": true}, {""name"": ""Stann Creek"", ""active"": true}, {""name"": ""Toledo"", ""active"": true}]",c95900cc-8a58-49c6-80d2-7d925df27c83,BE, elize,🇧🇪
Benin,"[{""name"": ""Alibori"", ""active"": true}, {""name"": ""Atakora"", ""active"": true}, {""name"": ""Atlantique"", ""active"": true}, {""name"": ""Borgou"", ""active"": true}, {""name"": ""Collines"", ""active"": true}, {""name"": ""Donga"", ""active"": true}, {""name"": ""Kouffo"", ""active"": true}, {""name"": ""Littoral"", ""active"": true}, {""name"": ""Mono"", ""active"": true}, {""name"": ""Ouémé"", ""active"": true}, {""name"": ""Plateau"", ""active"": true}, {""name"": ""Zou"", ""active"": true}]",1d8343c6-10be-4a0b-b9d4-343040f7b62b,BE, enin,🇧🇪
Bermuda,"[{""name"": ""Devonshire"", ""active"": true}, {""name"": ""Hamilton"", ""active"": true}, {""name"": ""Hamilton Parish"", ""active"": true}, {""name"": ""Paget"", ""active"": true}, {""name"": ""Pembroke"", ""active"": true}, {""name"": ""Saint George's"", ""active"": true}, {""name"": ""Sandys"", ""active"": true}, {""name"": ""Smith's"", ""active"": true}, {""name"": ""Southampton"", ""active"": true}, {""name"": ""Warwick"", ""active"": true}]",f5e4b8f8-a61f-4cfb-9ee3-ce1f8acc2ffc,BE, ermuda,🇧🇪
Denmark,"[{""name"": ""Capital Region of Denmark"", ""active"": true}, {""name"": ""Central Denmark Region"", ""active"": true}, {""name"": ""North Denmark Region"", ""active"": true}, {""name"": ""Region Zealand"", ""active"": true}, {""name"": ""Southern Denmark Region"", ""active"": true}]",c1dbb145-34ac-4a28-acdb-5892e0b2e9dc,DE, enmark,🇩🇪
Philippines,"[{""name"": ""Abra"", ""active"": true}, {""name"": ""Agusan del Norte"", ""active"": true}, {""name"": ""Agusan del Sur"", ""active"": true}, {""name"": ""Aklan"", ""active"": true}, {""name"": ""Albay"", ""active"": true}, {""name"": ""Antique"", ""active"": true}, {""name"": ""Apayao"", ""active"": true}, {""name"": ""Aurora"", ""active"": true}, {""name"": ""Basilan"", ""active"": true}, {""name"": ""Bataan"", ""active"": true}, {""name"": ""Batanes"", ""active"": true}, {""name"": ""Batangas"", ""active"": true}, {""name"": ""Benguet"", ""active"": true}, {""name"": ""Biliran"", ""active"": true}, {""name"": ""Bohol"", ""active"": true}, {""name"": ""Bukidnon"", ""active"": true}, {""name"": ""Bulacan"", ""active"": true}, {""name"": ""Cagayan"", ""active"": true}, {""name"": ""Camarines Norte"", ""active"": true}, {""name"": ""Camarines Sur"", ""active"": true}, {""name"": ""Camiguin"", ""active"": true}, {""name"": ""Capiz"", ""active"": true}, {""name"": ""Catanduanes"", ""active"": true}, {""name"": ""Cavite"", ""active"": true}, {""name"": ""Cebu"", ""active"": true}, {""name"": ""Cotabato"", ""active"": true}, {""name"": ""Davao de Oro"", ""active"": true}, {""name"": ""Davao del Norte"", ""active"": true}, {""name"": ""Davao del Sur"", ""active"": true}, {""name"": ""Davao Occidental"", ""active"": true}, {""name"": ""Davao Oriental"", ""active"": true}, {""name"": ""Dinagat Islands"", ""active"": true}, {""name"": ""Eastern Samar"", ""active"": true}, {""name"": ""Guimaras"", ""active"": true}, {""name"": ""Ifugao"", ""active"": true}, {""name"": ""Ilocos Norte"", ""active"": true}, {""name"": ""Ilocos Sur"", ""active"": true}, {""name"": ""Iloilo"", ""active"": true}, {""name"": ""Isabela"", ""active"": true}, {""name"": ""Kalinga"", ""active"": true}, {""name"": ""La Union"", ""active"": true}, {""name"": ""Laguna"", ""active"": true}, {""name"": ""Lanao del Norte"", ""active"": true}, {""name"": ""Lanao del Sur"", ""active"": true}, {""name"": ""Leyte"", ""active"": true}, {""name"": ""Maguindanao"", ""active"": true}, {""name"": ""Marinduque"", ""active"": true}, {""name"": ""Masbate"", ""active"": true}, {""name"": ""Mindoro Occidental"", ""active"": true}, {""name"": ""Mindoro Oriental"", ""active"": true}, {""name"": ""Misamis Occidental"", ""active"": true}, {""name"": ""Misamis Oriental"", ""active"": true}, {""name"": ""Mountain Province"", ""active"": true}, {""name"": ""Negros Occidental"", ""active"": true}, {""name"": ""Negros Oriental"", ""active"": true}, {""name"": ""Northern Samar"", ""active"": true}, {""name"": ""Nueva Ecija"", ""active"": true}, {""name"": ""Nueva Vizcaya"", ""active"": true}, {""name"": ""Occidental Mindoro"", ""active"": true}, {""name"": ""Oriental Mindoro"", ""active"": true}, {""name"": ""Palawan"", ""active"": true}, {""name"": ""Pampanga"", ""active"": true}, {""name"": ""Pangasinan"", ""active"": true}, {""name"": ""Quezon"", ""active"": true}, {""name"": ""Quirino"", ""active"": true}, {""name"": ""Rizal"", ""active"": true}, {""name"": ""Romblon"", ""active"": true}, {""name"": ""Samar"", ""active"": true}, {""name"": ""Sarangani"", ""active"": true}, {""name"": ""Siquijor"", ""active"": true}, {""name"": ""Sorsogon"", ""active"": true}, {""name"": ""South Cotabato"", ""active"": true}, {""name"": ""Southern Leyte"", ""active"": true}, {""name"": ""Sultan Kudarat"", ""active"": true}, {""name"": ""Sulu"", ""active"": true}, {""name"": ""Surigao del Norte"", ""active"": true}, {""name"": ""Surigao del Sur"", ""active"": true}, {""name"": ""Tarlac"", ""active"": true}, {""name"": ""Tawi-Tawi"", ""active"": true}, {""name"": ""Zambales"", ""active"": true}, {""name"": ""Zamboanga del Norte"", ""active"": true}, {""name"": ""Zamboanga del Sur"", ""active"": true}, {""name"": ""Zamboanga Sibugay"", ""active"": true}]",e1142f9c-d93a-46f4-845a-859c345fe8fa,PH, hilippines,🇵🇭
Poland,"[{""name"": ""Greater Poland"", ""active"": true}, {""name"": ""Kuyavian-Pomeranian"", ""active"": true}, {""name"": ""Lesser Poland"", ""active"": true}, {""name"": ""Łódź"", ""active"": true}, {""name"": ""Lower Silesian"", ""active"": true}, {""name"": ""Lublin"", ""active"": true}, {""name"": ""Lubusz"", ""active"": true}, {""name"": ""Masovian"", ""active"": true}, {""name"": ""Opole"", ""active"": true}, {""name"": ""Podlaskie"", ""active"": true}, {""name"": ""Pomeranian"", ""active"": true}, {""name"": ""Silesian"", ""active"": true}, {""name"": ""Subcarpathian"", ""active"": true}, {""name"": ""Świętokrzyskie"", ""active"": true}, {""name"": ""Warmian-Masurian"", ""active"": true}, {""name"": ""West Pomeranian"", ""active"": true}]",306b2c52-f5ef-443a-90a7-7fc8fc4a5d22,PO, oland,🇵🇴
Bhutan,"[{""name"": ""Bumthang"", ""active"": true}, {""name"": ""Chukha"", ""active"": true}, {""name"": ""Dagana"", ""active"": true}, {""name"": ""Gasa"", ""active"": true}, {""name"": ""Haa"", ""active"": true}, {""name"": ""Lhuntse"", ""active"": true}, {""name"": ""Mongar"", ""active"": true}, {""name"": ""Paro"", ""active"": true}, {""name"": ""Pemagatshel"", ""active"": true}, {""name"": ""Punakha"", ""active"": true}, {""name"": ""Samdrup Jongkhar"", ""active"": true}, {""name"": ""Samtse"", ""active"": true}, {""name"": ""Sarpang"", ""active"": true}, {""name"": ""Thimphu"", ""active"": true}, {""name"": ""Trashigang"", ""active"": true}, {""name"": ""Trashiyangtse"", ""active"": true}, {""name"": ""Trongsa"", ""active"": true}, {""name"": ""Tsirang"", ""active"": true}, {""name"": ""Wangdue Phodrang"", ""active"": true}, {""name"": ""Zhemgang"", ""active"": true}]",7a7649cb-c476-4a58-ac5c-97ec7a0105da,BH, hutan,🇧🇭
Bolivia,"[{""name"": ""Beni"", ""active"": true}, {""name"": ""Chuquisaca"", ""active"": true}, {""name"": ""Cochabamba"", ""active"": true}, {""name"": ""La Paz"", ""active"": true}, {""name"": ""Oruro"", ""active"": true}, {""name"": ""Pando"", ""active"": true}, {""name"": ""Potosí"", ""active"": true}, {""name"": ""Santa Cruz"", ""active"": true}, {""name"": ""Tarija"", ""active"": true}]",04663364-000f-44e0-a44a-671d3779da0e,BO, olivia,🇧🇴
